"extension","keyword","field","widget","label","default","min","max","options","variant_defaults"
"climate","ClimData",1,"longListButtonString","Pick a GCM/Scenario to use"," Ensemble_rcp60 = Our ensemble of 17 AR5 model predictions, scenario rcp60",NA,NA,"\|CGCM3_A1B = Canadian Center for Climate Modeling and Analysis, scenario A1B|CGCM3_A2 = Canadian Center for Climate Modeling and Analysis, scenario A2|CGCM3_B1 = Canadian Center for Climate Modeling and Analysis, scenario B1|GFDLCM21_A2 = Geophysical Fluid Dynamics Laboratory, scenario A2|GFDLCM21_B1 = Geophysical Fluid Dynamics Laboratory, scenario B1|HADCM3_A2 = Hadley Center/Met Office (UK), scenario A2|HADCM3_B2 = Hadley Center/Met Office (UK), scenario B2|CCSM4_rcp60 = The Community Earth System Model, scenario rcp60|GFDLCM3_rcp60 = Geophysical Fluid Dynamics Laboratory, scenario rcp6|HadGEM2ES_rcp60= Hadley Center/Met Office (UK), scenario rcp60|Ensemble_rcp45 = Our ensemble of 17 AR5 model predictions, scenario rcp45| Ensemble_rcp60 = Our ensemble of 17 AR5 model predictions, scenario rcp60|Ensemble_rcp85 = Our ensemble of 17 AR5 model predictions, scenario rcp85",""
"climate","ClimData",2,"fileBrowse","Enter the file name:","FVSClimAttrs.csv",NA,NA,"",""
"climate","GrowMult",1,"scheduleBox","","",NA,NA,"",""
"climate","GrowMult",2,"speciesSelection","Species to adjust","",NA,NA,"",""
"climate","GrowMult",3,"sliderBox","Adjustment factor","1",0,3,"",""
"climate","MortMult",1,"scheduleBox","","",NA,NA,"",""
"climate","MortMult",2,"speciesSelection","Species to adjust","",NA,NA,"",""
"climate","MortMult",3,"sliderBox","Multiplier applied to viability-related mortality","1",0,3,"",""
"climate","MortMult",4,"sliderBox","Multiplier applied to mortality due to climate change magnitude (dClim rule)","1",0,3,"",""
"climate","MxDenMlt",1,"scheduleBox","","",NA,NA,"",""
"climate","MxDenMlt",2,"sliderBox","Proportion of climate-caused change in maximum density","1",0,3,"",""
"climate","SetAttr",1,"longTextEdit","The attribute in the Climate file. (Character string is case sensitive)","",NA,NA,"",""
"climate","SetAttr",2,"numberBox","The replacement value for the first row of the data.","blank",NA,NA,"",""
"climate","SetAttr",3,"numberBox","The replacement value for the second row of the data.","blank",NA,NA,"",""
"climate","SetAttr",4,"numberBox","The replacement value for the third row of the data.","blank",NA,NA,"",""
"climate","SetAttr",5,"numberBox","The replacement value for the fourth row of the data.","blank",NA,NA,"",""
"cover","Cover",1,"scheduleBox","","",NA,NA,"",""
"cover","Cover",2,"numberBox","Dataset reference number for Cover output.","16",NA,NA,"",""
"cover","ShowShrb",1,"listButtonString","Understory species:","ACGL",NA,NA,"ACGL|ALSI|AMAL|ARUV|BERB|CARX|CESA|CEVE|COST|FERN|HODI|LIBO|LONI|MEFE|PAMY|PHMA|PREM|PRVI|RIBE|ROSA|RUPA|SALX|SAMB|SHCA|SORB|SPBE|SYMP|VAME|VASC|XETE|COMB",""
"cover","ShowShrb",2,"listButtonString","Understory species:","ACGL",NA,NA,"ACGL|ALSI|AMAL|ARUV|BERB|CARX|CESA|CEVE|COST|FERN|HODI|LIBO|LONI|MEFE|PAMY|PHMA|PREM|PRVI|RIBE|ROSA|RUPA|SALX|SAMB|SHCA|SORB|SPBE|SYMP|VAME|VASC|XETE|COMB",""
"cover","ShowShrb",3,"listButtonString","Understory species:","ACGL",NA,NA,"ACGL|ALSI|AMAL|ARUV|BERB|CARX|CESA|CEVE|COST|FERN|HODI|LIBO|LONI|MEFE|PAMY|PHMA|PREM|PRVI|RIBE|ROSA|RUPA|SALX|SAMB|SHCA|SORB|SPBE|SYMP|VAME|VASC|XETE|COMB",""
"cover","ShowShrb",4,"listButtonString","Understory species:","ACGL",NA,NA,"ACGL|ALSI|AMAL|ARUV|BERB|CARX|CESA|CEVE|COST|FERN|HODI|LIBO|LONI|MEFE|PAMY|PHMA|PREM|PRVI|RIBE|ROSA|RUPA|SALX|SAMB|SHCA|SORB|SPBE|SYMP|VAME|VASC|XETE|COMB",""
"cover","ShowShrb",5,"listButtonString","Understory species:","ACGL",NA,NA,"ACGL|ALSI|AMAL|ARUV|BERB|CARX|CESA|CEVE|COST|FERN|HODI|LIBO|LONI|MEFE|PAMY|PHMA|PREM|PRVI|RIBE|ROSA|RUPA|SALX|SAMB|SHCA|SORB|SPBE|SYMP|VAME|VASC|XETE|COMB",""
"cover","ShowShrb",6,"listButtonString","Understory species:","ACGL",NA,NA,"ACGL|ALSI|AMAL|ARUV|BERB|CARX|CESA|CEVE|COST|FERN|HODI|LIBO|LONI|MEFE|PAMY|PHMA|PREM|PRVI|RIBE|ROSA|RUPA|SALX|SAMB|SHCA|SORB|SPBE|SYMP|VAME|VASC|XETE|COMB",""
"cover","ShrbLayr",1,"sliderBox","Average height of shrub layer 1, in feet.","0",50,0,"",""
"cover","ShrbLayr",2,"sliderBox","Percentage of cover of shrub layer 1.","0",100,0,"",""
"cover","ShrbLayr",3,"sliderBox","Average height of shrub layer 2, in feet.","0",50,0,"",""
"cover","ShrbLayr",4,"sliderBox","Percentage of cover of shrub layer 2.","0",100,0,"",""
"cover","ShrbLayr",5,"sliderBox","Average height of shrub layer 3, in feet.","0",50,0,"",""
"cover","ShrbLayr",6,"sliderBox","Percentage of cover of shrub layer 3.","0",100,0,"",""
"cover","ShrubHt",1,"sliderBox","Average height (ft) of ACGL, Rocky Mountain maple","0",0,25,"",""
"cover","ShrubHt",2,"sliderBox","Average height (ft) of ALSI, Sitka alder","0",0,25,"",""
"cover","ShrubHt",3,"sliderBox","Average height (ft) of AMAL, Serviceberry","0",0,25,"",""
"cover","ShrubHt",4,"sliderBox","Average height (ft) of ARUV, Kinnikinnick","0",0,25,"",""
"cover","ShrubHt",5,"sliderBox","Average height (ft) of BERB, Oregon grape","0",0,25,"",""
"cover","ShrubHt",6,"sliderBox","Average height (ft) of CARX, Carex spp.","0",0,25,"",""
"cover","ShrubHt",7,"sliderBox","Average height (ft) of CESA, Redstem ceanothus","0",0,25,"",""
"cover","ShrubHt",8,"sliderBox","Average height (ft) of CEVE, Shinyleaf ceanothus","0",0,25,"",""
"cover","ShrubHt",9,"sliderBox","Average height (ft) of COST, Red-osier dogwood","0",0,25,"",""
"cover","ShrubHt",10,"sliderBox","Average height (ft) of FERN, Fern","0",0,25,"",""
"cover","ShrubHt",11,"sliderBox","Average height (ft) of HODI, Ocean-spray","0",0,25,"",""
"cover","ShrubHt",12,"sliderBox","Average height (ft) of LIBO, Twinflower","0",0,25,"",""
"cover","ShrubHt",13,"sliderBox","Average height (ft) of LONI, Honeysuckle","0",0,25,"",""
"cover","ShrubHt",14,"sliderBox","Average height (ft) of MEFE, Menziesia","0",0,25,"",""
"cover","ShrubHt",15,"sliderBox","Average height (ft) of PAMY, Pachistima","0",0,25,"",""
"cover","ShrubHt",16,"sliderBox","Average height (ft) of PHMA, Ninebark","0",0,25,"",""
"cover","ShrubHt",17,"sliderBox","Average height (ft) of PREM, Bittercherry","0",0,25,"",""
"cover","ShrubHt",18,"sliderBox","Average height (ft) of PRVI, Common chokecherry","0",0,25,"",""
"cover","ShrubHt",19,"sliderBox","Average height (ft) of RIBE, Currant","0",0,25,"",""
"cover","ShrubHt",20,"sliderBox","Average height (ft) of ROSA, Rose","0",0,25,"",""
"cover","ShrubHt",21,"sliderBox","Average height (ft) of RUPA, Thimbleberry","0",0,25,"",""
"cover","ShrubHt",22,"sliderBox","Average height (ft) of SALX, Willow","0",0,25,"",""
"cover","ShrubHt",23,"sliderBox","Average height (ft) of SAMB, Elderberry","0",0,25,"",""
"cover","ShrubHt",24,"sliderBox","Average height (ft) of SHCA, Russett buffaloberry","0",0,25,"",""
"cover","ShrubHt",25,"sliderBox","Average height (ft) of SORB, Mountain-ash","0",0,25,"",""
"cover","ShrubHt",26,"sliderBox","Average height (ft) of SPBE, Shinyleaf spirea","0",0,25,"",""
"cover","ShrubHt",27,"sliderBox","Average height (ft) of SYMP, Snowberry","0",0,25,"",""
"cover","ShrubHt",28,"sliderBox","Average height (ft) of VAME, Big & Globe huckleberry","0",0,25,"",""
"cover","ShrubHt",29,"sliderBox","Average height (ft) of VASC, Grouse whortleberry","0",0,25,"",""
"cover","ShrubHt",30,"sliderBox","Average height (ft) of XETE, Common beargrass","0",0,25,"",""
"cover","ShrubHt",31,"sliderBox","Average height (ft) of COMB, Other shrubs combined","0",0,25,"",""
"cover","ShrubPC",1,"sliderBox","Percent cover of ACGL, Rocky Mountain maple","0",0,100,"",""
"cover","ShrubPC",2,"sliderBox","Percent cover of ALSI, Sitka alder","0",0,100,"",""
"cover","ShrubPC",3,"sliderBox","Percent cover of AMAL, Serviceberry","0",0,100,"",""
"cover","ShrubPC",4,"sliderBox","Percent cover of ARUV, Kinnikinnick","0",0,100,"",""
"cover","ShrubPC",5,"sliderBox","Percent cover of BERB, Oregon grape","0",0,100,"",""
"cover","ShrubPC",6,"sliderBox","Percent cover of CARX, Carex spp.","0",0,100,"",""
"cover","ShrubPC",7,"sliderBox","Percent cover of CESA, Redstem ceanothus","0",0,100,"",""
"cover","ShrubPC",8,"sliderBox","Percent cover of CEVE, Shinyleaf ceanothus","0",0,100,"",""
"cover","ShrubPC",9,"sliderBox","Percent cover of COST, Red-osier dogwood","0",0,100,"",""
"cover","ShrubPC",10,"sliderBox","Percent cover of FERN, Fern","0",0,100,"",""
"cover","ShrubPC",11,"sliderBox","Percent cover of HODI, Ocean-spray","0",0,100,"",""
"cover","ShrubPC",12,"sliderBox","Percent cover of LIBO, Twinflower","0",0,100,"",""
"cover","ShrubPC",13,"sliderBox","Percent cover of LONI, Honeysuckle","0",0,100,"",""
"cover","ShrubPC",14,"sliderBox","Percent cover of MEFE, Menziesia","0",0,100,"",""
"cover","ShrubPC",15,"sliderBox","Percent cover of PAMY, Pachistima","0",0,100,"",""
"cover","ShrubPC",16,"sliderBox","Percent cover of PHMA, Ninebark","0",0,100,"",""
"cover","ShrubPC",17,"sliderBox","Percent cover of PREM, Bittercherry","0",0,100,"",""
"cover","ShrubPC",18,"sliderBox","Percent cover of PRVI, Common chokecherry","0",0,100,"",""
"cover","ShrubPC",19,"sliderBox","Percent cover of RIBE, Currant","0",0,100,"",""
"cover","ShrubPC",20,"sliderBox","Percent cover of ROSA, Rose","0",0,100,"",""
"cover","ShrubPC",21,"sliderBox","Percent cover of RUPA, Thimbleberry","0",0,100,"",""
"cover","ShrubPC",22,"sliderBox","Percent cover of SALX, Willow","0",0,100,"",""
"cover","ShrubPC",23,"sliderBox","Percent cover of SAMB, Elderberry","0",0,100,"",""
"cover","ShrubPC",24,"sliderBox","Percent cover of SHCA, Russett buffaloberry","0",0,100,"",""
"cover","ShrubPC",25,"sliderBox","Percent cover of SORB, Mountain-ash","0",0,100,"",""
"cover","ShrubPC",26,"sliderBox","Percent cover of SPBE, Shinyleaf spirea","0",0,100,"",""
"cover","ShrubPC",27,"sliderBox","Percent cover of SYMP, Snowberry","0",0,100,"",""
"cover","ShrubPC",28,"sliderBox","Percent cover of VAME, Big & Globe huckleberry","0",0,100,"",""
"cover","ShrubPC",29,"sliderBox","Percent cover of VASC, Grouse whortleberry","0",0,100,"",""
"cover","ShrubPC",30,"sliderBox","Percent cover of XETE, Common beargrass","0",0,100,"",""
"cover","ShrubPC",31,"sliderBox","Percent cover of COMB, Other shrubs combined","0",0,100,"",""
"cover","Shrubs",1,"sliderBox","Time (years) since stand disturbance","3",0,40,"",""
"cover","Shrubs",2,"longListButton","Habitat type for processing shrub options","210:PSME-AGSP Pseudotsuga menziesii/Agropyron spicatum",NA,NA,"210:PSME-AGSP Pseudotsuga menziesii/Agropyron spicatum|220:PSME-FEID Pseudotsuga menziesii/Festuca idahoensis|260:PSME-PHMA Pseudotsuga menziesii/Physocarpus malvaceus|310:PSME-SYAL Pseudotsuga menziesii/Symphoricarpos albus|320:PSME-CARU Pseudotsuga menziesii/Calamagrostis rubescens|330:PSME-CAGE Pseudotsuga menziesii/Carex geyeri|340:PSME-SPBE Pseudotsuga menziesii/Spiraea betulifolia|380:PSME-SYOR Pseudotsuga menziesii/Symphoricarpos oreophilus|390:PSME-ACGL Pseudotsuga menziesii/Acer glabrum|395:PSME-BERE Pseudotsuga menziesii/Berberis repens|505:ABGR-SPBE Abies grandis/Spiraea betulifolia|510:ABGR-XETE Abies grandis/Xerophyllum tenax|511:ABGR-COOC Abies grandis/Coptis occidentalis|515:ABGR-VAGL Abies grandis/Vaccinium globulare|520:ABGR-CLUN Abies grandis/Clintonia uniflora|525:ABGR-ACGL Abies grandis/Acer glabrum|590:ABGR-LIBO Abies grandis/Linnaea borealis|530:THPL-CLUN Thuja plicata/Clintonia uniflora|540:THPL-ATFI Thuja plicata/Athyrium filix-femina|550:THPL-OPHO Thuja plicata/Oplopanax horridurn|570:TSHE-CLUN Tsuga heterophylla/Clintonia uniflora|620:ABLA-CLUN Abies lasiocarpa/Clintonia uniflora|635:ABLA-STAM Abies Iasiocarpa/Streptopus amplexifolius|645:ABLA-ACGL Abies lasiocarpa/Acer glabrum|650:ABLA-CACA Abies Iasiocarpa/Calamagrostis canadensis|670:ABLA-MEFE Abies lasiocarpa/Menziesia ferruginea|690:ABLA-XETE Abies lasiocarpa/Xerophyllum tenax|705:ABLA-SPBE Abies Iasiocarpa/Epiraea betulifolia|710:TSME-XETE Tsuga mertensiana/Xerophyllum tenax|720:ABLA-VAGL Abies Iasiocarpa/Vaccinium globulare|721:ABLA-VAGL Abies Iasiocarpa/Vaccinium globulare, Vaccinium|730:ABLA-VASC Abies Iasiocarpa/Vaccinium scoparium|790:ABLA-CAGE Abies lasiocarpa/Carex geyeri|830:ABLA-LUHI Abies lasiocarpa/Luzula hitchcockii",""
"cover","Shrubs",3,"listButton","Physiographic type code"," Lower slope",NA,NA,"Bottom| Lower slope|Midslope|Upper slope|Ridge",""
"cover","Shrubs",4,"listButton","Disturbance type code","None",NA,NA,"None|Mechanical|Burn|Road",""
"dbs","ATRTLiDB",1,"listButtonString","Build the FVS_ATRTList table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","ATRTLiDB",2,"listButtonString","Species Codes Output","0 = Default (based on input data)",NA,NA,"0 = Default (based on input data)|1 = FVS Alpha Codes|2 = FIA Codes|3 = USDA Plants Symbols",""
"dbs","BurnReDB",1,"listButtonString","Build FVS_BurnReport table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","CarbReDB",1,"listButtonString","Build the 2 carbon tables.","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","ComputDB",1,"listButtonString","Add new variables to existing table:","0 = Yes",NA,NA,"0 = Yes|1 = No",""
"dbs","ComputDB",2,"listButtonString","Include variables starting with underscore:","0 = No",NA,NA,"0 = No|1 = Yes",""
"dbs","CutLiDB",1,"listButtonString","Build the FVS_CutList table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","CutLiDB",2,"listButtonString","Species Codes Output","0 = Default (based on input data)",NA,NA,"0 = Default (based on input data)|1 = FVS Alpha Codes|2 = FIA Codes|3 = USDA Plants Symbols",""
"dbs","DSNIn",1,"fileBrowse","Username, and Password for the input connection","FVSIn.mdb",NA,NA,"",""
"dbs","DSNOut",1,"fileBrowse","Username, and Password for the output connection","FVSOut.xls",NA,NA,"",""
"dbs","DWDCvDB",1,"listButtonString","Build FVS_Down_Wood_Cov table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","DWDVlDB",1,"listButtonString","Build FVS_Down_Wood_Vol table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","EconRpts",1,"listButtonString","Build DBS FVS_EconReport table(s)","2 = Econ DBS summary and harvest volume/value outputs.",NA,NA,"1 = Econ summary DBS output only.|2 = Econ DBS summary and harvest volume/value outputs.",""
"dbs","EconRpts",2,"listButtonString","Species Codes Output","0 = Default (based on input data)",NA,NA,"0 = Default (based on input data)|1 = FVS Alpha Codes|2 = FIA Codes|3 = USDA Plants Symbols",""
"dbs","FuelReDB",1,"listButtonString","Build FVS_Consumption table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","FuelsOut",1,"listButtonString","Build FVS_Fuels table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","MisRpts",1,"listButtonString","Build the 3 mistletoe tables","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","MortReDB",1,"listButtonString","Build FVS_Mortality table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","MortReDB",2,"listButtonString","Species Codes Output","0 = Default (based on input data)",NA,NA,"0 = Default (based on input data)|1 = FVS Alpha Codes|2 = FIA Codes|3 = USDA Plants Symbols",""
"dbs","PotFirDB",1,"listButtonString","Build FVS_PotFire table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","SnagOuDB",1,"listButtonString","Build FVS_SnagDet table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","SnagOuDB",2,"listButtonString","Species Codes Output","0 = Default (based on input data)",NA,NA,"0 = Default (based on input data)|1 = FVS Alpha Codes|2 = FIA Codes|3 = USDA Plants Symbols",""
"dbs","SnagSuDB",1,"listButtonString","Build FVS_SnagSum table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","SQLIn",1,"scheduleBox","","",NA,NA,"",""
"dbs","SQLIn",2,"noInput","Press ""Use Editor""","",NA,NA,"",""
"dbs","SQLOut",1,"scheduleBox","","",NA,NA,"",""
"dbs","SQLOut",2,"noInput","Press ""Use Editor""","",NA,NA,"",""
"dbs","StandSQL",1,"noInput","Press ""Use Editor""","",NA,NA,"",""
"dbs","StrClsDB",1,"listButtonString","Build FVS_StrClass table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","Summary",1,"listButtonString","Build FVS_Summary or FVS_Summary2 table","2 = Build FVS_Summary2 table.",NA,NA,"1 = Build FVS_Summary table.|2 = Build FVS_Summary2 table.",""
"dbs","TreeLiDB",1,"listButtonString","Build the FVS_Treelist table","2 = Database table only.",NA,NA,"1 = Both database and standard output.|2 = Database table only.",""
"dbs","TreeLiDB",2,"listButtonString","Species Codes Output","0 = Default (based on input data)",NA,NA,"0 = Default (based on input data)|1 = FVS Alpha Codes|2 = FIA Codes|3 = USDA Plants Symbols",""
"dbs","TreeSQL",1,"noInput","Press ""Use Editor""","",NA,NA,"",""
"econ","AnnuCst",1,"numberBox","Current (today's) per-acre annual cost:","",NA,NA,"",""
"econ","AnnuCst",2,"textEdit","Cost label (10 characters):","AnnualCost",NA,NA,"",""
"econ","AnnuCst",3,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","AnnuCst",4,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuCst",5,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","AnnuCst",6,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuCst",7,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","AnnuCst",8,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuCst",9,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","AnnuCst",10,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuCst",11,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","AnnuCst",12,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuCst",13,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","AnnuCst",14,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuCst",15,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","AnnuCst",16,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuCst",17,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","AnnuCst",18,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuRvn",1,"numberBox","Current (today's) per-acre annual revenue:","",NA,NA,"",""
"econ","AnnuRvn",2,"textEdit","Revenue label (10 characters):","AnnualRevn",NA,NA,"",""
"econ","AnnuRvn",3,"numberBox","Value rate change in percent for specified revenue:","0 -100 100",NA,NA,"",""
"econ","AnnuRvn",4,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuRvn",5,"numberBox","Value rate change in percent for specified revenue:","0 -100 100",NA,NA,"",""
"econ","AnnuRvn",6,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuRvn",7,"numberBox","Value rate change in percent for specified revenue:","0 -100 100",NA,NA,"",""
"econ","AnnuRvn",8,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuRvn",9,"numberBox","Value rate change in percent for specified revenue:","0 -100 100",NA,NA,"",""
"econ","AnnuRvn",10,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuRvn",11,"numberBox","Value rate change in percent for specified revenue:","0 -100 100",NA,NA,"",""
"econ","AnnuRvn",12,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuRvn",13,"numberBox","Value rate change in percent for specified revenue:","0 -100 100",NA,NA,"",""
"econ","AnnuRvn",14,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuRvn",15,"numberBox","Value rate change in percent for specified revenue:","0 -100 100",NA,NA,"",""
"econ","AnnuRvn",16,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","AnnuRvn",17,"numberBox","Value rate change in percent for specified revenue:","0 -100 100",NA,NA,"",""
"econ","AnnuRvn",18,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","BurnCst",1,"numberBox","Current (today's) per-acre burn cost:","",NA,NA,"",""
"econ","BurnCst",2,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","BurnCst",3,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","BurnCst",4,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","BurnCst",5,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","BurnCst",6,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","BurnCst",7,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","BurnCst",8,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","BurnCst",9,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","BurnCst",10,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","BurnCst",11,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","BurnCst",12,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","BurnCst",13,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","BurnCst",14,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","BurnCst",15,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","BurnCst",16,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","BurnCst",17,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvFxCst",1,"numberBox","Current (today's) per acre harvest cost:","",NA,NA,"",""
"econ","HrvFxCst",2,"textEdit","Cost label (10 characters):","HrvCost/Ac",NA,NA,"",""
"econ","HrvFxCst",3,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","HrvFxCst",4,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvFxCst",5,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","HrvFxCst",6,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvFxCst",7,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","HrvFxCst",8,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvFxCst",9,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","HrvFxCst",10,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvFxCst",11,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","HrvFxCst",12,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvFxCst",13,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","HrvFxCst",14,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvFxCst",15,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","HrvFxCst",16,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvFxCst",17,"numberBox","Value rate change in percent for specified cost:","0 -100 100",NA,NA,"",""
"econ","HrvFxCst",18,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvRvn",1,"numberBox","Current (today's) price for unit-of-measure, diameter, and species.","0",NA,NA,"",""
"econ","HrvRvn",2,"listButtonString","Unit-of-measure for the specified price:","4 = 1000 board-feet/acre for harvested logs",NA,NA,"1 = tree/acre harvested|2 = 1000 board-feet/acre for harvested trees|3 = 100 cubic-feet/acre for harvested trees|4 = 1000 board-feet/acre for harvested logs|5 = 100 cubic-feet/acre for harvested logs",""
"econ","HrvRvn",3,"numberBox","Minimum tree DBH or log DIB for the specified price:","0",NA,NA,"",""
"econ","HrvRvn",4,"speciesSelection","Species for the specified price:","",NA,NA,"",""
"econ","HrvRvn",5,"numberBox","Value rate change in percent for specified price:","0 -100 100",NA,NA,"",""
"econ","HrvRvn",6,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvRvn",7,"numberBox","Value rate change in percent for specified price:","0 -100 100",NA,NA,"",""
"econ","HrvRvn",8,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvRvn",9,"numberBox","Value rate change in percent for specified price:","0 -100 100",NA,NA,"",""
"econ","HrvRvn",10,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvRvn",11,"numberBox","Value rate change in percent for specified price:","0 -100 100",NA,NA,"",""
"econ","HrvRvn",12,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvRvn",13,"numberBox","Value rate change in percent for specified price:","0 -100 100",NA,NA,"",""
"econ","HrvRvn",14,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvRvn",15,"numberBox","Value rate change in percent for specified price:","0 -100 100",NA,NA,"",""
"econ","HrvRvn",16,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvRvn",17,"numberBox","Value rate change in percent for specified price:","0 -100 100",NA,NA,"",""
"econ","HrvRvn",18,"intNumberBox","Duration of value rate in years:","0 0 100",NA,NA,"",""
"econ","HrvRvn",19,"numberBox","Value rate change in percent for specified price:","0 -100 100",NA,NA,"",""
